Year,LiquidType
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CO2 (CARBON DIOXIDE)
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CO2 (CARBON DIOXIDE)
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CO2 (CARBON DIOXIDE)
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CO2 (CARBON DIOXIDE)
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,CO2 (CARBON DIOXIDE)
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2015,CRUDE OIL
2015,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2015,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2015,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CO2 (CARBON DIOXIDE)
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CO2 (CARBON DIOXIDE)
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CO2 (CARBON DIOXIDE)
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CO2 (CARBON DIOXIDE)
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,CO2 (CARBON DIOXIDE)
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CO2 (CARBON DIOXIDE)
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CO2 (CARBON DIOXIDE)
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
