Year,LiquidType
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,CRUDE OIL
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,CRUDE OIL
2011,CRUDE OIL
2011,CRUDE OIL
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,CRUDE OIL
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,CRUDE OIL
2011,CRUDE OIL
2011,CRUDE OIL
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2011,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2011,CRUDE OIL
2011,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CO2 (CARBON DIOXIDE)
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CO2 (CARBON DIOXIDE)
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
